date,time,tempTemperature,tempFeelsLike,tempDewpoint,tempHumidity,tempPressure,tempVisibility,windDir,tempWindSpeed,tempGustSpeed,tempPrecip,Events,Condition
2017-05-27,12:51 PM,69.1,69.1,55,61,29.87,10,West,3.5,0,0,None,Overcast
2017-05-27,1:51 PM,69.1,69.1,55.9,63,29.87,10,WSW,4.6,0,0,None,Overcast
2017-09-06,8:42 AM,69.1,69.1,66.9,93,29.86,5,Variable,4.6,0,0.01,None,Mostly Cloudy
2017-09-03,4:51 PM,69.1,69.1,60.1,73,29.86,10,West,8.1,0,0,None,Mostly Cloudy
2017-10-24,4:51 AM,69.1,69.1,64.9,87,29.85,8,North,0,0,0,None,Overcast
2017-10-24,8:51 AM,69.1,69.1,66.9,93,29.85,5,Variable,5.8,18.4,0,None,Overcast
2017-07-24,4:51 PM,69.1,69.1,59,70,29.85,10,Variable,3.5,0,0,None,Overcast
2017-09-06,7:51 AM,69.1,69.1,66,90,29.84,5,Calm,0,0,0,None,Mostly Cloudy
2017-10-15,7:51 PM,69.1,69.1,62.1,78,29.84,10,Variable,3.5,0,0,None,Overcast
2017-07-07,8:17 AM,69.1,69.1,68,96,29.83,2.5,East,6.9,17.3,0.01,Rain,Light Rain
2017-07-07,8:26 AM,69.1,69.1,68,96,29.83,3,ENE,8.1,0,0.01,Rain,Light Rain
2017-10-15,9:51 PM,69.1,69.1,63,81,29.83,9,North,0,0,0,None,Overcast
2017-10-16,12:51 AM,69.1,69.1,64.9,87,29.82,8,Variable,4.6,0,0,None,Overcast
2017-10-15,8:51 PM,69.1,69.1,62.1,78,29.82,9,Variable,5.8,0,0,None,Overcast
2017-07-07,10:19 AM,69.1,69.1,68,96,29.81,1,NNE,8.1,17.3,0.01,Rain,Rain
2017-07-24,5:40 AM,69.1,69.1,68,96,29.81,1.5,Variable,3.5,0,0.17,Rain,Heavy Rain
2017-10-15,10:51 PM,69.1,69.1,64,84,29.81,9,North,0,0,0,None,Overcast
2017-07-07,11:31 AM,69.1,69.1,68,96,29.8,1,NE,9.2,19.6,0.62,Rain,Heavy Rain
2017-07-07,11:27 AM,69.1,69.1,68,96,29.8,1,NE,11.5,19.6,0.58,Rain,Heavy Rain
2017-10-15,11:51 PM,69.1,69.1,64,84,29.8,8,Variable,4.6,0,0,None,Mostly Cloudy
2017-07-24,5:16 AM,69.1,69.1,68,96,29.79,2.5,ENE,9.2,0,0.07,Rain,Light Rain
2017-07-24,6:04 AM,69.1,69.1,66.9,93,29.78,3,Variable,6.9,0,0.06,Rain,Light Rain
2017-10-24,1:51 PM,69.1,69.1,66.9,93,29.78,2.5,SSW,8.1,0,0.02,Rain,Light Rain
2017-07-07,11:46 AM,69.1,69.1,68,96,29.77,3,ENE,9.2,18.4,0.66,Rain,Light Rain
2017-07-24,5:51 AM,69.1,69.1,68,96,29.77,1.5,East,5.8,0,0.24,Rain,Rain
2017-10-24,2:51 PM,69.1,69.1,68,96,29.77,3,SSW,9.2,18.4,0.06,None,Overcast
2017-07-24,6:51 AM,69.1,69.1,66.9,93,29.76,2.5,Variable,6.9,0,0.08,Rain,Light Rain
2017-05-02,6:51 PM,69.1,69.1,36,30,29.66,10,Variable,6.9,0,0,None,Partly Cloudy
2017-05-02,5:20 AM,69.1,69.1,63,81,29.61,10,Variable,3.5,0,0,None,Mostly Cloudy
2017-05-02,7:33 AM,69.1,69.1,64,84,29.61,8,West,10.4,0,0,None,Mostly Cloudy
2017-05-02,6:51 AM,69.1,69.1,64,84,29.58,9,SSW,10.4,17.3,0,None,Scattered Clouds
2017-05-02,3:51 AM,69.1,69.1,62.1,78,29.58,9,Variable,5.8,0,0,None,Mostly Cloudy
2017-05-02,8:51 AM,69.1,69.1,60.1,73,29.58,10,WNW,9.2,0,0,None,Clear
2017-03-01,6:51 PM,69.1,69.1,51.1,53,29.45,10,WSW,8.1,20.7,0,None,Clear
2017-03-01,5:51 PM,69.1,69.1,55.9,63,29.44,10,WSW,10.4,18.4,0,None,Clear
2017-03-01,4:51 PM,69.1,69.1,59,70,29.43,10,WSW,6.9,0,0,None,Clear
2017-11-02,12:47 PM,69.8,69.8,60.8,73,30.26,10,North,0,0,0,None,Mostly Cloudy
2017-09-18,8:47 AM,69.8,69.8,66.2,88,30.16,3,ENE,5.8,0,0,None,Overcast
2017-07-25,2:49 PM,69.8,69.8,60.8,73,30.15,10,Variable,5.8,0,0,None,Overcast
2017-09-18,2:47 AM,69.8,69.8,64.4,83,30.14,8,Variable,3.5,0,0,None,Overcast
2017-06-17,1:47 PM,69.8,69.8,68,94,29.97,1,Variable,3.5,0,0.55,Rain,Light Rain
2017-09-06,9:47 AM,69.8,69.8,66.2,88,29.91,6,WNW,8.1,0,0,None,Overcast
2017-07-29,10:48 AM,69.8,69.8,55.4,60,29.84,10,NNE,10.4,20.7,0,None,Scattered Clouds
2017-10-15,10:47 PM,69.8,69.8,64.4,83,29.84,9,Variable,3.5,0,0,None,Overcast
2017-10-03,1:51 PM,70,70,48,46,30.6,10,Variable,3.5,0,0,None,Partly Cloudy
2017-10-02,4:51 PM,70,70,33.1,26,30.4,10,Calm,0,0,0,None,Clear
2017-10-02,12:51 PM,70,70,39.9,33,30.4,10,Variable,3.5,0,0,None,Clear
2017-10-02,1:51 PM,70,70,37.9,31,30.38,10,Calm,0,0,0,None,Clear
2017-10-22,4:51 PM,70,70,48.9,47,30.36,10,Variable,3.5,0,0,None,Clear
2017-09-10,5:51 PM,70,70,46,42,30.34,10,ENE,8.1,0,0,None,Clear
2017-10-21,5:51 PM,70,70,39,32,30.32,10,Calm,0,0,0,None,Clear
2017-08-28,10:51 AM,70,70,55,59,30.31,10,ENE,9.2,0,0,None,Clear
2017-08-28,9:51 AM,70,70,57.9,65,30.31,10,ENE,10.4,0,0,None,Partly Cloudy
2017-09-11,11:51 AM,70,70,48.9,47,30.28,10,ENE,3.5,0,0,None,Clear
2017-08-28,7:51 PM,70,70,52,53,30.27,10,Variable,6.9,0,0,None,Clear
2017-10-23,10:51 AM,70,70,62.1,76,30.26,10,Variable,3.5,0,0,None,Clear
2017-07-26,8:51 AM,70,70,55,59,30.26,10,ENE,4.6,0,0,None,Clear
2017-11-02,1:59 PM,70,70,60.1,71,30.24,10,SSE,6.9,0,0,None,Scattered Clouds
2017-11-02,12:51 PM,70,70,60.1,71,30.23,10,SSE,3.5,0,0,None,Mostly Cloudy
2017-08-26,12:51 AM,70,70,52,53,30.21,10,NE,5.8,0,0,None,Clear
2017-10-04,8:51 PM,70,70,55.9,61,30.2,10,North,0,0,0,None,Clear
2017-10-14,5:38 PM,70,70,62.1,76,30.19,10,West,3.5,0,0,None,Scattered Clouds
2017-11-02,4:51 PM,70,70,57.9,65,30.19,10,Variable,6.9,0,0,None,Clear
2017-10-14,7:51 PM,70,70,62.1,76,30.18,10,NW,4.6,0,0,None,Overcast
2017-10-14,6:51 PM,70,70,62.1,76,30.17,10,West,3.5,0,0,None,Mostly Cloudy
2017-09-18,12:22 AM,70,70,66,87,30.16,7,Calm,0,0,0,None,Overcast
2017-10-14,5:51 PM,70,70,62.1,76,30.16,10,Calm,0,0,0,None,Partly Cloudy
2017-04-12,7:51 PM,70,70,46,42,30.16,10,Variable,3.5,0,0,None,Clear
2017-09-18,10:16 AM,70,70,64.9,84,30.16,10,Variable,5.8,0,0,None,Overcast
2017-10-19,1:51 PM,70,70,41,35,30.15,10,SSW,6.9,0,0,None,Clear
2017-10-11,9:51 AM,70,70,55.9,61,30.14,10,ENE,6.9,0,0,None,Clear
2017-10-11,5:51 PM,70,70,62.1,76,30.13,9,ESE,5.8,0,0,Rain,Light Rain
2017-10-19,2:51 PM,70,70,42.1,36,30.13,10,Variable,4.6,0,0,None,Clear
2017-04-12,2:51 PM,70,70,53.1,55,30.13,10,NW,5.8,0,0,None,Clear
2017-08-06,10:51 PM,70,70,53.1,55,30.12,10,Calm,0,0,0,None,Clear
2017-08-07,12:51 AM,70,70,54,57,30.12,10,Calm,0,0,0,None,Clear
2017-09-18,12:51 AM,70,70,66,87,30.12,7,ENE,3.5,0,0,None,Overcast
2017-09-18,6:51 AM,70,70,64.9,84,30.12,10,Variable,5.8,0,0,None,Overcast
2017-04-10,8:51 PM,70,70,44.1,39,30.11,10,North,0,0,0,None,Clear
2017-08-06,9:51 PM,70,70,54,57,30.11,10,Variable,3.5,0,0,None,Clear
2017-10-19,3:51 PM,70,70,42.1,36,30.11,10,Variable,3.5,0,0,None,Clear
2017-09-18,2:51 AM,70,70,64.9,84,30.11,8,ENE,8.1,0,0,None,Overcast
2017-08-07,6:51 AM,70,70,57.9,65,30.1,10,Calm,0,0,0,None,Overcast
2017-08-06,10:51 AM,70,70,51.1,51,30.1,10,Variable,4.6,0,0,None,Clear
2017-09-01,1:51 PM,70,70,35.1,28,30.1,10,Variable,4.6,0,0,None,Clear
2017-09-18,3:51 AM,70,70,64,81,30.1,10,Variable,4.6,0,0,None,Overcast
2017-08-25,9:51 AM,70,70,57.9,65,30.1,10,Variable,5.8,0,0,None,Clear
2017-09-01,2:51 PM,70,70,33.1,26,30.1,10,Variable,5.8,0,0,None,Clear
2017-09-18,4:51 AM,70,70,64,81,30.1,10,ENE,8.1,0,0,None,Overcast
2017-08-07,8:51 AM,70,70,63,78,30.09,7,North,0,0,0,Rain,Light Rain
2017-08-07,5:51 AM,70,70,55,59,30.09,10,Calm,0,0,0,None,Overcast
2017-09-08,2:51 PM,70,70,48,46,30.09,10,Variable,4.6,17.3,0,None,Partly Cloudy
2017-09-08,4:51 PM,70,70,48.9,47,30.09,10,Variable,4.6,0,0,None,Clear
2017-09-01,4:51 PM,70,70,37.9,31,30.09,10,Variable,5.8,0,0,None,Clear
2017-09-01,3:51 PM,70,70,35.1,28,30.09,10,West,8.1,0,0,None,Clear
2017-06-15,8:51 AM,70,70,54,57,30.06,10,Variable,3.5,0,0,None,Overcast
2017-07-14,2:51 AM,70,70,66.9,90,30.04,10,Variable,5.8,0,0,None,Overcast
2017-11-03,11:51 AM,70,70,57.9,65,30.03,10,WSW,8.1,19.6,0,None,Clear
2017-05-16,11:51 AM,70,70,45,41,30.01,10,North,9.2,0,0,None,Clear
2017-05-31,12:51 PM,70,70,60.1,71,30,10,Calm,0,0,0,None,Clear
2017-08-05,11:51 PM,70,70,55,59,29.99,10,Variable,3.5,0,0,None,Clear
2017-05-16,11:51 PM,70,70,46,42,29.99,10,West,3.5,0,0,None,Clear
2017-08-06,12:51 AM,70,70,53.1,55,29.99,10,Variable,5.8,0,0,None,Clear
2017-05-10,3:51 PM,70,70,36,29,29.99,10,NNW,6.9,0,0,None,Clear
2017-08-25,12:51 AM,70,70,52,53,29.99,10,ENE,8.1,0,0,None,Scattered Clouds
2017-06-17,12:14 PM,70,70,66.9,90,29.98,1.8,Calm,0,0,0.03,Rain,Rain
2017-08-15,3:08 AM,70,70,68,93,29.98,1.5,WSW,4.6,0,0.1,Rain,Heavy Rain
2017-05-16,10:51 PM,70,70,45,41,29.98,10,Calm,0,0,0,None,Clear
2017-08-08,11:16 AM,70,70,62.1,76,29.98,10,Variable,6.9,0,0,None,Partly Cloudy
2017-06-03,8:51 PM,70,70,39,32,29.97,10,Variable,4.6,0,0,None,Clear
2017-06-02,10:51 AM,70,70,46,42,29.97,10,Variable,5.8,0,0,None,Clear
2017-08-15,2:51 AM,70,70,68,93,29.96,2.5,WSW,5.8,0,0.04,Rain,Rain
2017-04-17,12:51 PM,70,70,37,30,29.96,10,WNW,9.2,17.3,0,None,Clear
2017-05-28,12:51 PM,70,70,57.9,65,29.96,10,Variable,4.6,0,0,None,Clear
2017-06-17,10:03 PM,70,70,68,93,29.95,4,Calm,0,0,0,None,Overcast
2017-06-17,2:51 PM,70,70,69.1,97,29.95,6,Variable,4.6,0,0.52,None,Overcast
2017-04-17,1:51 PM,70,70,36,29,29.95,10,WNW,9.2,0,0,None,Clear
2017-08-30,10:51 PM,70,70,57.9,65,29.94,10,North,0,0,0,None,Clear
2017-08-15,7:51 AM,70,70,69.1,97,29.94,4,Calm,0,0,0,None,Mostly Cloudy
2017-06-03,2:51 PM,70,70,37.9,31,29.94,10,Variable,5.8,20.7,0,None,Mostly Cloudy
2017-08-30,11:51 PM,70,70,59,68,29.94,10,WSW,3.5,0,0,None,Clear
2017-09-19,4:23 PM,70,70,66.9,90,29.93,4,NNE,8.1,0,0.07,Rain,Light Rain
2017-06-17,8:51 PM,70,70,68,93,29.93,7,Variable,3.5,0,0,None,Overcast
2017-06-17,11:51 PM,70,70,68,93,29.93,2.5,Variable,3.5,0,0,None,Overcast
2017-06-01,11:51 PM,70,70,45,41,29.93,10,WSW,4.6,0,0,None,Clear
2017-05-31,7:51 PM,70,70,61,73,29.92,10,Variable,4.6,0,0,None,Clear
2017-09-12,11:51 PM,70,70,57.9,65,29.92,10,WSW,4.6,0,0,None,Clear
2017-06-02,7:51 PM,70,70,39,32,29.91,10,North,0,0,0,None,Clear
2017-09-19,4:51 PM,70,70,66.9,90,29.91,10,North,0,0,0.09,None,Overcast
2017-09-19,9:25 PM,70,70,64.9,84,29.91,10,NE,9.2,19.6,0,None,Overcast
2017-09-19,5:51 PM,70,70,66.9,90,29.9,7,ENE,9.2,20.7,0,None,Overcast
2017-08-05,9:09 AM,70,70,69.1,97,29.9,7,Variable,3.5,0,0,None,Overcast
2017-07-29,11:51 PM,70,70,51.1,51,29.9,10,NE,5.8,0,0,None,Clear
2017-09-19,8:51 PM,70,70,64.9,84,29.89,10,NNE,13.8,20.7,0,None,Overcast
2017-09-07,5:51 PM,70,70,52,53,29.89,10,Variable,4.6,0,0,None,Clear
2017-09-06,9:14 AM,70,70,66,87,29.88,5,North,0,0,0,None,Mostly Cloudy
2017-09-07,4:51 PM,70,70,51.1,51,29.88,10,Variable,6.9,17.3,0,None,Partly Cloudy
2017-09-07,2:51 PM,70,70,54,57,29.88,10,WNW,8.1,18.4,0,None,Partly Cloudy
2017-05-27,6:51 PM,70,70,57,63,29.88,10,Variable,3.5,0,0,None,Overcast
2017-08-24,1:51 AM,70,70,54,57,29.88,10,WNW,3.5,0,0,None,Clear
2017-08-05,6:33 AM,70,70,69.1,97,29.87,6,North,0,0,0.08,Rain,Light Rain
2017-05-27,5:51 PM,70,70,57,63,29.87,10,Calm,0,0,0,None,Overcast
2017-10-15,5:51 PM,70,70,62.1,76,29.87,9,West,11.5,23,0,None,Overcast
2017-05-27,3:51 PM,70,70,54,57,29.87,10,Variable,4.6,0,0,None,Overcast
2017-05-27,2:51 PM,70,70,54,57,29.86,10,Calm,0,0,0,None,Overcast
2017-09-28,6:51 PM,70,70,45,41,29.86,10,Variable,3.5,0,0,None,Clear
2017-07-07,6:40 AM,70,70,68,93,29.86,6,Variable,4.6,0,0,None,Overcast
2017-04-17,12:51 AM,70,70,57,63,29.86,10,West,4.6,0,0,None,Clear
2017-07-07,4:51 AM,70,70,66.9,90,29.86,9,ENE,6.9,0,0.01,None,Overcast
2017-10-15,6:51 PM,70,70,61,73,29.86,10,Variable,6.9,0,0,None,Overcast
2017-10-24,5:51 AM,70,70,64.9,84,29.85,8,North,0,0,0,None,Overcast
2017-09-06,8:51 AM,70,70,66.9,90,29.84,4,Calm,0,0,0.01,None,Mostly Cloudy
2017-07-07,5:51 AM,70,70,68,93,29.84,7,ENE,8.1,0,0,None,Overcast
2017-08-05,6:51 AM,70,70,69.1,97,29.83,8,Calm,0,0,0.09,None,Scattered Clouds
2017-09-06,2:51 AM,70,70,62.1,76,29.83,10,WNW,5.8,0,0,None,Scattered Clouds
2017-07-07,6:51 AM,70,70,68,93,29.83,6,ENE,8.1,0,0,None,Overcast
2017-09-06,5:51 AM,70,70,63,78,29.82,7,Calm,0,0,0,Rain,Light Rain
2017-09-06,4:51 AM,70,70,63,78,29.82,10,Calm,0,0,0,None,Mostly Cloudy
2017-05-01,3:51 PM,70,70,57,63,29.82,8,SE,6.9,0,0,None,Clear
2017-09-06,3:51 AM,70,70,62.1,76,29.81,10,Calm,0,0,0,None,Partly Cloudy
2017-07-07,7:51 AM,70,70,68,93,29.81,5,ENE,6.9,0,0,None,Overcast
2017-07-24,5:07 AM,70,70,68,93,29.8,3,ENE,5.8,0,0.04,Rain,Rain
2017-07-29,11:51 AM,70,70,55,59,29.8,10,Variable,6.9,18.4,0,None,Mostly Cloudy
2017-07-07,9:44 AM,70,70,68,93,29.8,2.5,Variable,6.9,19.6,0,None,Overcast
2017-09-28,9:39 AM,70,70,54,57,29.8,10,Variable,4.6,0,0,None,Scattered Clouds
2017-07-29,6:31 AM,70,70,50,49,29.8,10,ENE,10.4,0,0,None,Mostly Cloudy
2017-07-29,7:51 AM,70,70,51.1,51,29.79,10,ENE,12.7,19.6,0,None,Mostly Cloudy
2017-07-07,8:51 AM,70,70,68,93,29.79,4,ENE,5.8,0,0.01,None,Overcast
2017-07-24,4:51 AM,70,70,66.9,90,29.78,3,East,5.8,0,0.03,Rain,Rain
2017-09-28,9:51 AM,70,70,53.1,55,29.78,10,Variable,5.8,0,0,None,Clear
2017-07-29,6:51 AM,70,70,50,49,29.77,10,NE,12.7,18.4,0,None,Mostly Cloudy
2017-07-07,9:51 AM,70,70,68,93,29.77,2.5,East,12.7,20.7,0,None,Overcast
2017-05-01,7:51 PM,70,70,60.1,71,29.73,9,South,3.5,0,0,None,Partly Cloudy
2017-05-26,8:51 PM,70,70,52,53,29.73,10,Variable,3.5,0,0,None,Partly Cloudy
2017-05-01,8:51 PM,70,70,59,68,29.72,10,South,9.2,18.4,0,None,Clear
2017-05-02,5:51 PM,70,70,35.1,28,29.64,10,West,12.7,32.2,0,None,Clear
2017-10-02,2:51 PM,71.1,71.1,37,29,30.38,10,Calm,0,0,0,None,Clear
2017-10-04,12:51 PM,71.1,71.1,53.1,53,30.35,10,Variable,4.6,0,0,None,Clear
2017-09-10,4:51 PM,71.1,71.1,48,44,30.35,10,Variable,5.8,0,0,None,Clear
2017-09-10,12:51 PM,71.1,71.1,48.9,45,30.35,10,ENE,8.1,0,0,None,Clear
2017-09-10,3:51 PM,71.1,71.1,48,44,30.34,10,Variable,4.6,0,0,None,Clear
2017-08-26,10:51 AM,71.1,71.1,51.1,49,30.28,10,NE,6.9,0,0,None,Clear
2017-08-28,6:51 PM,71.1,71.1,51.1,49,30.28,10,SSE,6.9,0,0,None,Partly Cloudy
2017-10-18,1:51 PM,71.1,71.1,44.1,38,30.27,10,Calm,0,0,0,None,Clear
2017-10-18,2:51 PM,71.1,71.1,45,39,30.26,10,Variable,3.5,0,0,None,Clear
2017-10-18,3:51 PM,71.1,71.1,46,41,30.25,10,Variable,3.5,0,0,None,Clear
2017-07-26,9:51 AM,71.1,71.1,54,55,30.25,10,East,5.8,0,0,None,Clear
2017-08-27,6:51 PM,71.1,71.1,53.1,53,30.24,10,Variable,3.5,0,0,None,Clear
2017-08-26,7:51 PM,71.1,71.1,44.1,38,30.23,10,NE,5.8,0,0,None,Clear
2017-10-04,6:51 PM,71.1,71.1,55.9,59,30.22,10,North,0,0,0,None,Clear
2017-10-04,7:51 PM,71.1,71.1,55.9,59,30.22,10,Variable,5.8,0,0,None,Clear
2017-11-02,2:51 PM,71.1,71.1,60.1,68,30.2,10,Variable,3.5,0,0,None,Partly Cloudy
2017-11-02,3:51 PM,71.1,71.1,59,66,30.19,10,Calm,0,0,0,None,Clear
2017-10-14,1:51 PM,71.1,71.1,63,75,30.19,10,ENE,4.6,0,0,None,Overcast
2017-10-14,2:51 PM,71.1,71.1,62.1,73,30.17,10,Calm,0,0,0,None,Overcast
2017-10-14,3:51 PM,71.1,71.1,63,75,30.17,10,Calm,0,0,0,None,Overcast
2017-08-25,8:51 PM,71.1,71.1,52,51,30.17,10,Variable,3.5,0,0,None,Clear
2017-07-06,1:51 AM,71.1,71.1,62.1,73,30.17,10,South,4.6,0,0,None,Clear
2017-10-14,4:51 PM,71.1,71.1,62.1,73,30.16,10,Calm,0,0,0,None,Overcast
2017-07-26,6:51 PM,71.1,71.1,54,55,30.15,10,Variable,3.5,0,0,None,Clear
2017-07-06,3:51 AM,71.1,71.1,62.1,73,30.14,10,Calm,0,0,0,None,Overcast
2017-07-06,6:51 AM,71.1,71.1,62.1,73,30.14,10,Calm,0,0,0,None,Clear
2017-10-11,10:51 AM,71.1,71.1,55.9,59,30.14,10,ENE,8.1,0,0,None,Clear
2017-07-26,7:51 PM,71.1,71.1,53.1,53,30.14,10,South,8.1,0,0,None,Clear
2017-07-25,4:51 PM,71.1,71.1,60.1,68,30.13,10,Calm,0,0,0,None,Overcast
2017-10-20,12:51 PM,71.1,71.1,25,18,30.13,10,WNW,9.2,17.3,0,None,Clear
2017-07-25,3:51 PM,71.1,71.1,60.1,68,30.13,10,Variable,4.6,0,0,None,Overcast
2017-09-18,10:51 AM,71.1,71.1,64.9,81,30.13,10,Variable,4.6,0,0,None,Overcast
2017-04-10,1:51 PM,71.1,71.1,41,34,30.13,10,South,5.8,0,0,None,Clear
2017-06-28,10:51 AM,71.1,71.1,48.9,45,30.12,10,Variable,5.8,0,0,None,Clear
2017-10-20,5:51 PM,71.1,71.1,34,26,30.12,10,Variable,5.8,0,0,None,Clear
2017-08-06,8:51 PM,71.1,71.1,54,55,30.11,10,Variable,3.5,0,0,None,Clear
2017-09-18,1:51 PM,71.1,71.1,64.9,81,30.11,10,ENE,11.5,0,0,None,Overcast
2017-08-06,11:51 AM,71.1,71.1,53.1,53,30.1,10,Variable,3.5,0,0,None,Clear
2017-09-18,8:51 PM,71.1,71.1,66,84,30.1,10,ENE,6.9,0,0,None,Mostly Cloudy
2017-08-07,7:51 AM,71.1,71.1,59,66,30.09,10,Calm,0,0,0,None,Overcast
2017-10-11,4:51 PM,71.1,71.1,60.1,68,30.09,10,Variable,5.8,0,0,None,Overcast
2017-07-30,11:51 PM,71.1,71.1,55.9,59,30.07,10,Calm,0,0,0,None,Clear
2017-04-10,6:51 PM,71.1,71.1,44.1,38,30.07,10,South,5.8,0,0,None,Clear
2017-07-14,2:34 AM,71.1,71.1,66.9,87,30.07,10,Variable,5.8,0,0,None,Overcast
2017-06-15,9:51 AM,71.1,71.1,52,51,30.06,10,Variable,5.8,0,0,None,Mostly Cloudy
2017-07-27,8:51 AM,71.1,71.1,63,75,30.05,10,Calm,0,0,0,None,Scattered Clouds
2017-09-19,1:51 AM,71.1,71.1,66,84,30.05,10,Variable,6.9,18.4,0,None,Overcast
2017-09-12,10:51 AM,71.1,71.1,55.9,59,30.05,10,Variable,3.5,0,0,None,Clear
2017-09-19,3:51 AM,71.1,71.1,66,84,30.04,10,ENE,9.2,17.3,0,None,Overcast
2017-09-19,2:51 AM,71.1,71.1,66,84,30.04,10,ENE,9.2,18.4,0,None,Overcast
2017-06-26,9:51 AM,71.1,71.1,48.9,45,30.04,10,West,8.1,0,0,None,Clear
2017-06-15,5:51 PM,71.1,71.1,51.1,49,30.02,10,North,0,0,0,None,Clear
2017-09-19,5:51 AM,71.1,71.1,66,84,30.02,10,Variable,4.6,17.3,0,None,Overcast
2017-09-19,6:51 AM,71.1,71.1,64.9,81,30.02,10,ENE,8.1,0,0,None,Overcast
2017-09-19,4:51 AM,71.1,71.1,66,84,30.02,10,NE,8.1,0,0,None,Overcast
2017-08-12,12:51 AM,71.1,71.1,64.9,81,30.01,9,Variable,3.5,0,0,Rain,Light Rain
2017-11-03,5:51 PM,71.1,71.1,55.9,59,30.01,10,Variable,5.8,0,0,None,Overcast
2017-07-30,9:51 AM,71.1,71.1,53.1,53,30,10,Variable,5.8,0,0,None,Clear
2017-06-26,12:51 AM,71.1,71.1,51.1,49,29.99,10,North,0,0,0,None,Partly Cloudy
2017-06-27,1:51 AM,71.1,71.1,51.1,49,29.99,10,WNW,10.4,16.1,0,None,Mostly Cloudy
2017-06-27,11:51 AM,71.1,71.1,63,75,29.99,10,Variable,4.6,0,0,None,Partly Cloudy
2017-09-04,10:51 AM,71.1,71.1,57.9,63,29.99,10,Variable,5.8,0,0,None,Clear
2017-04-17,5:51 PM,71.1,71.1,27,19,29.98,10,Variable,6.9,16.1,0,None,Clear
2017-04-17,11:51 AM,71.1,71.1,36,28,29.97,10,NW,10.4,17.3,0,None,Scattered Clouds
2017-10-15,12:51 PM,71.1,71.1,63,75,29.97,10,WSW,9.2,19.6,0,None,Overcast
2017-04-17,4:51 PM,71.1,71.1,27,19,29.97,10,North,9.2,21.9,0,None,Clear
2017-06-27,9:51 PM,71.1,71.1,46.9,42,29.97,10,Variable,5.8,0,0,None,Scattered Clouds
2017-08-24,10:51 PM,71.1,71.1,50,47,29.96,10,Variable,4.6,0,0,None,Clear
2017-06-03,7:51 PM,71.1,71.1,39,31,29.96,10,WNW,8.1,0,0,None,Clear
2017-06-17,9:51 AM,71.1,71.1,64.9,81,29.95,7,ESE,4.6,0,0,None,Overcast
2017-09-19,3:42 PM,71.1,71.1,68,90,29.94,3,Variable,6.9,0,0.06,Rain,Rain
2017-09-19,3:29 PM,71.1,71.1,66.9,87,29.94,2.5,NE,12.7,0,0.03,Rain,Rain
2017-05-28,11:51 AM,71.1,71.1,57.9,63,29.94,10,North,0,0,0,None,Clear
2017-08-15,9:51 AM,71.1,71.1,69.1,93,29.94,5,Calm,0,0,0,None,Overcast
2017-08-30,9:51 PM,71.1,71.1,57.9,63,29.94,10,Calm,0,0,0,None,Clear
2017-06-03,3:51 PM,71.1,71.1,37.9,30,29.94,10,Variable,3.5,0,0,None,Mostly Cloudy
2017-06-17,3:51 PM,71.1,71.1,69.1,93,29.94,8,Variable,4.6,0,0,None,Overcast
2017-06-01,10:51 AM,71.1,71.1,57,61,29.94,10,WSW,5.8,0,0,None,Clear
2017-06-01,10:51 PM,71.1,71.1,44.1,38,29.93,10,Variable,3.5,17.3,0,None,Clear
2017-06-01,9:51 PM,71.1,71.1,44.1,38,29.93,10,Variable,3.5,0,0,None,Clear
2017-09-19,3:51 PM,71.1,71.1,68,90,29.92,2.5,Variable,6.9,0,0.08,Rain,Rain
2017-06-17,7:51 PM,71.1,71.1,68,90,29.92,6,Calm,0,0,0,None,Overcast
2017-09-12,10:51 PM,71.1,71.1,57.9,63,29.92,10,WSW,4.6,0,0,None,Clear
2017-07-07,2:51 AM,71.1,71.1,64.9,81,29.91,10,East,5.8,0,0,Rain,Light Rain
2017-08-05,9:19 AM,71.1,71.1,69.1,93,29.91,10,Calm,0,0,0,None,Overcast
2017-08-15,11:51 PM,71.1,71.1,69.1,93,29.91,4,Calm,0,0,0,None,Clear
2017-07-29,10:51 PM,71.1,71.1,53.1,53,29.89,10,NE,6.9,0,0,None,Clear
2017-09-19,9:51 PM,71.1,71.1,64.9,81,29.89,10,NE,10.4,0,0,None,Overcast
2017-08-24,12:51 AM,71.1,71.1,52,51,29.88,10,Calm,0,0,0,None,Clear
2017-10-15,4:51 PM,71.1,71.1,63,75,29.88,9,Calm,0,0,0,None,Overcast
2017-08-05,8:51 AM,71.1,71.1,69.1,93,29.88,3,West,3.5,0,0,None,Overcast
2017-07-29,9:51 PM,71.1,71.1,55,57,29.88,10,NE,6.9,0,0,None,Clear
2017-08-05,7:30 AM,71.1,71.1,70,96,29.87,8,Calm,0,0,0,None,Mostly Cloudy
2017-05-27,4:51 PM,71.1,71.1,55,57,29.87,10,ENE,3.5,0,0,None,Overcast
2017-09-07,3:51 PM,71.1,71.1,54,55,29.87,10,Variable,4.6,0,0,None,Mostly Cloudy
2017-09-19,10:51 PM,71.1,71.1,64.9,81,29.87,10,NE,9.2,0,0,None,Overcast
2017-09-04,10:51 PM,71.1,71.1,60.1,68,29.86,10,Variable,4.6,0,0,None,Clear
2017-09-04,11:51 PM,71.1,71.1,59,66,29.86,10,Variable,4.6,0,0,None,Clear
