2017-9-15,7:51 PM,  75.9 °F,  -,  64.9 °F,69%,  30.07 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-15,8:51 PM,  75.9 °F,  -,  64.9 °F,69%,  30.08 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-15,9:51 PM,  75.9 °F,  -,  66.9 °F,74%,  30.08 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-15,10:51 PM,  73.9 °F,  -,  66.9 °F,79%,  30.09 in,  9.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-9-15,11:51 PM,  73.0 °F,  -,  68.0 °F,84%,  30.09 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-9-16,12:51 AM,  72.0 °F,  -,  69.1 °F,91%,  30.10 in,  7.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-16,1:51 AM,  72.0 °F,  -,  68.0 °F,87%,  30.10 in,  7.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-16,2:51 AM,  71.1 °F,  -,  68.0 °F,90%,  30.09 in,  6.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-16,3:51 AM,  71.1 °F,  -,  68.0 °F,90%,  30.10 in,  4.0 mi,NE,  3.5 mph,  -,N/A,	 ,Clear
2017-9-16,4:51 AM,  70.0 °F,  -,  68.0 °F,93%,  30.10 in,  3.0 mi,NE,  3.5 mph,  -,N/A,	 ,Clear
2017-9-16,4:59 AM,  70.0 °F,  -,  68.0 °F,93%,  30.13 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-16,5:06 AM,  70.0 °F,  -,  68.0 °F,93%,  30.13 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-16,5:30 AM,  70.0 °F,  -,  68.0 °F,93%,  30.13 in,  2.5 mi,NE,  3.5 mph,  -,N/A,	 ,Scattered Clouds
2017-9-16,5:51 AM,  70.0 °F,  -,  68.0 °F,93%,  30.11 in,  2.5 mi,NE,  3.5 mph,  -,N/A,	 ,Partly Cloudy
2017-9-16,6:35 AM,  70.0 °F,  -,  68.0 °F,93%,  30.16 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-9-16,7:00 AM,  70.0 °F,  -,  68.0 °F,93%,  30.16 in,  1.2 mi,ENE,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-16,7:51 AM,  71.1 °F,  -,  68.0 °F,90%,  30.14 in,  1.8 mi,ENE,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-16,8:00 AM,  71.1 °F,  -,  68.0 °F,90%,  30.18 in,  2.0 mi,ENE,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-16,8:51 AM,  72.0 °F,  -,  68.0 °F,87%,  30.16 in,  3.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-16,9:51 AM,  73.9 °F,  -,  68.0 °F,82%,  30.16 in,  4.0 mi,ENE,  3.5 mph,  -,N/A,	 ,Haze
2017-9-16,10:51 AM,  75.0 °F,  -,  66.9 °F,76%,  30.17 in,  5.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Haze
2017-9-16,11:11 AM,  75.0 °F,  -,  68.0 °F,79%,  30.19 in,  5.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Haze
2017-9-16,11:20 AM,  77.0 °F,  -,  68.0 °F,74%,  30.19 in,  4.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Haze
2017-9-16,11:33 AM,  78.1 °F,  -,  68.0 °F,71%,  30.19 in,  5.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Haze
2017-9-16,11:51 AM,  78.1 °F,  -,  68.0 °F,71%,  30.16 in,  5.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Haze
2017-9-16,12:16 PM,  79.0 °F,  -,  68.0 °F,69%,  30.18 in,  5.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Haze
2017-9-16,12:51 PM,  80.1 °F,  82.7 °F,  68.0 °F,67%,  30.15 in,  5.0 mi,ENE,  4.6 mph,  -,N/A,	 ,Haze
2017-9-16,1:02 PM,  80.1 °F,  82.7 °F,  68.0 °F,67%,  30.18 in,  6.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Haze
2017-9-16,1:51 PM,  82.0 °F,  84.9 °F,  68.0 °F,62%,  30.14 in,  6.0 mi,East,  6.9 mph,  -,N/A,	 ,Haze
2017-9-16,2:51 PM,  82.0 °F,  84.5 °F,  66.9 °F,60%,  30.12 in,  7.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-16,3:51 PM,  81.0 °F,  83.3 °F,  66.9 °F,62%,  30.12 in,  8.0 mi,NE,  3.5 mph,  -,N/A,	 ,Clear
2017-9-16,4:51 PM,  79.0 °F,  -,  68.0 °F,69%,  30.12 in,  9.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Partly Cloudy
2017-9-16,5:51 PM,  75.9 °F,  -,  68.0 °F,76%,  30.13 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-9-16,6:51 PM,  73.9 °F,  -,  66.9 °F,79%,  30.14 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-16,7:51 PM,  72.0 °F,  -,  66.9 °F,84%,  30.14 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-16,8:51 PM,  72.0 °F,  -,  66.9 °F,84%,  30.14 in,  9.0 mi,SSE,  3.5 mph,  -,N/A,	 ,Clear
2017-9-16,9:51 PM,  71.1 °F,  -,  66.9 °F,87%,  30.14 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-16,10:51 PM,  71.1 °F,  -,  66.9 °F,87%,  30.14 in,  6.0 mi,NE,  3.5 mph,  -,N/A,	 ,Clear
2017-9-16,11:40 PM,  71.1 °F,  -,  66.9 °F,87%,  30.18 in,  6.0 mi,WNW,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-16,11:51 PM,  71.1 °F,  -,  68.0 °F,90%,  30.14 in,  6.0 mi,WNW,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-17,12:18 AM,  71.1 °F,  -,  66.9 °F,87%,  30.17 in,  5.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-9-17,12:51 AM,  70.0 °F,  -,  66.9 °F,90%,  30.14 in,  5.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-9-17,1:51 AM,  70.0 °F,  -,  66.9 °F,90%,  30.14 in,  4.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-17,2:51 AM,  69.1 °F,  -,  66.9 °F,93%,  30.13 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-17,3:28 AM,  69.1 °F,  -,  66.9 °F,93%,  30.16 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-9-17,3:39 AM,  69.1 °F,  -,  66.9 °F,93%,  30.16 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-9-17,3:49 AM,  69.8 °F,  -,  66.2 °F,88%,  30.16 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-9-17,3:51 AM,  69.1 °F,  -,  66.9 °F,93%,  30.13 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-9-17,4:22 AM,  69.1 °F,  -,  66.9 °F,93%,  30.16 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,4:33 AM,  69.1 °F,  -,  66.9 °F,93%,  30.16 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,4:51 AM,  69.1 °F,  -,  66.9 °F,93%,  30.13 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,4:59 AM,  69.1 °F,  -,  66.9 °F,93%,  30.16 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,5:08 AM,  69.1 °F,  -,  66.9 °F,93%,  30.16 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,5:32 AM,  70.0 °F,  -,  68.0 °F,93%,  30.17 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,5:51 AM,  70.0 °F,  -,  68.0 °F,93%,  30.15 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,6:33 AM,  70.0 °F,  -,  66.9 °F,90%,  30.18 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,6:43 AM,  70.0 °F,  -,  66.9 °F,90%,  30.19 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,6:51 AM,  70.0 °F,  -,  66.9 °F,90%,  30.16 in,  2.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,7:09 AM,  70.0 °F,  -,  66.9 °F,90%,  30.19 in,  2.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,7:32 AM,  71.1 °F,  -,  68.0 °F,90%,  30.19 in,  2.0 mi,NE,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-17,7:51 AM,  71.1 °F,  -,  66.9 °F,87%,  30.17 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,8:51 AM,  72.0 °F,  -,  66.9 °F,84%,  30.18 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Haze
2017-9-17,9:18 AM,  73.0 °F,  -,  66.9 °F,81%,  30.20 in,  3.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Haze
2017-9-17,9:51 AM,  73.9 °F,  -,  66.9 °F,79%,  30.17 in,  3.0 mi,East,  4.6 mph,  -,N/A,	 ,Haze
2017-9-17,10:39 AM,  75.0 °F,  -,  66.9 °F,76%,  30.19 in,  4.0 mi,ENE,  4.6 mph,  -,N/A,	 ,Haze
2017-9-17,10:51 AM,  75.0 °F,  -,  66.0 °F,73%,  30.17 in,  4.0 mi,East,  4.6 mph,  -,N/A,	 ,Haze
2017-9-17,11:07 AM,  75.0 °F,  -,  66.0 °F,73%,  30.18 in,  5.0 mi,ENE,  4.6 mph,  -,N/A,	 ,Haze
2017-9-17,11:51 AM,  75.9 °F,  -,  66.0 °F,71%,  30.15 in,  5.0 mi,ENE,  4.6 mph,  -,N/A,	 ,Haze
2017-9-17,12:18 PM,  77.0 °F,  -,  64.9 °F,66%,  30.17 in,  5.0 mi,ENE,  3.5 mph,  -,N/A,	 ,Haze
2017-9-17,12:51 PM,  78.1 °F,  -,  66.0 °F,66%,  30.14 in,  5.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Haze
2017-9-17,1:06 PM,  78.1 °F,  -,  66.0 °F,66%,  30.17 in,  6.0 mi,NNE,  3.5 mph,  -,N/A,	 ,Haze
2017-9-17,1:41 PM,  78.1 °F,  -,  66.0 °F,66%,  30.17 in,  6.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Haze
2017-9-17,1:51 PM,  80.1 °F,  82.3 °F,  66.9 °F,64%,  30.13 in,  6.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Haze
2017-9-17,2:34 PM,  80.1 °F,  82.1 °F,  66.0 °F,62%,  30.15 in,  7.0 mi,North,  4.6 mph,  -,N/A,	 ,Scattered Clouds
2017-9-17,2:51 PM,  80.1 °F,  82.1 °F,  66.0 °F,62%,  30.12 in,  7.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Partly Cloudy
2017-9-17,3:51 PM,  80.1 °F,  81.5 °F,  63.0 °F,56%,  30.11 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Clear
2017-9-17,4:51 PM,  78.1 °F,  -,  66.9 °F,68%,  30.10 in,  9.0 mi,South,  4.6 mph,  -,N/A,	 ,Clear
2017-9-17,5:51 PM,  75.9 °F,  -,  66.9 °F,74%,  30.10 in,  9.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-9-17,6:51 PM,  73.0 °F,  -,  66.0 °F,79%,  30.10 in,  9.0 mi,South,  5.8 mph,  -,N/A,	 ,Clear
2017-9-17,7:51 PM,  71.1 °F,  -,  66.0 °F,84%,  30.11 in,  9.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-9-17,8:51 PM,  70.0 °F,  -,  64.9 °F,84%,  30.12 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-9-17,9:51 PM,  69.1 °F,  -,  64.9 °F,87%,  30.13 in,  8.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Partly Cloudy
2017-9-17,10:25 PM,  69.1 °F,  -,  64.9 °F,87%,  30.16 in,  7.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-9-17,10:49 PM,  69.8 °F,  -,  64.4 °F,83%,  30.16 in,  6.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-9-17,10:51 PM,  69.1 °F,  -,  64.9 °F,87%,  30.14 in,  6.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-17,11:51 PM,  70.0 °F,  -,  66.0 °F,87%,  30.13 in,  6.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-18,12:22 AM,  70.0 °F,  66.0 °F,87%,  30.16 in,  7.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-9-18,12:51 AM,  70.0 °F,  66.0 °F,87%,  30.12 in,  7.0 mi,ENE,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-18,1:51 AM,  69.1 °F,  66.0 °F,90%,  30.12 in,  6.0 mi,East,  3.5 mph,  -,N/A,	 ,Scattered Clouds
2017-9-18,2:00 AM,  69.1 °F,  66.0 °F,90%,  30.15 in,  6.0 mi,East,  5.8 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-18,2:47 AM,  69.8 °F,  64.4 °F,83%,  30.14 in,  8.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-18,2:51 AM,  70.0 °F,  64.9 °F,84%,  30.11 in,  8.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Overcast
2017-9-18,3:51 AM,  70.0 °F,  64.0 °F,81%,  30.10 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-18,4:23 AM,  69.1 °F,  64.0 °F,84%,  30.13 in,  10.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-18,4:51 AM,  70.0 °F,  64.0 °F,81%,  30.10 in,  10.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Overcast
2017-9-18,5:51 AM,  69.1 °F,  64.0 °F,84%,  30.10 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-18,6:51 AM,  70.0 °F,  64.9 °F,84%,  30.12 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-18,7:51 AM,  69.1 °F,  64.9 °F,87%,  30.13 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-18,8:11 AM,  69.1 °F,  66.0 °F,90%,  30.16 in,  6.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-18,8:37 AM,  69.1 °F,  66.0 °F,90%,  30.16 in,  1.8 mi,East,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-18,8:47 AM,  69.8 °F,  66.2 °F,88%,  30.16 in,  3.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-18,8:51 AM,  69.1 °F,  66.0 °F,90%,  30.14 in,  3.0 mi,NE,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-18,9:51 AM,  69.1 °F,  66.0 °F,90%,  30.14 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-9-18,10:16 AM,  70.0 °F,  64.9 °F,84%,  30.16 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-18,10:51 AM,  71.1 °F,  64.9 °F,81%,  30.13 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-18,11:51 AM,  72.0 °F,  64.9 °F,78%,  30.13 in,  10.0 mi,ENE,  9.2 mph,  -,N/A,	 ,Overcast
2017-9-18,12:51 PM,  72.0 °F,  64.9 °F,78%,  30.12 in,  10.0 mi,East,  9.2 mph,  -,N/A,	 ,Overcast
2017-9-18,1:51 PM,  71.1 °F,  64.9 °F,81%,  30.11 in,  10.0 mi,ENE,  11.5 mph,  -,N/A,	 ,Overcast
2017-9-18,2:51 PM,  73.0 °F,  66.0 °F,79%,  30.10 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-18,3:51 PM,  73.0 °F,  66.0 °F,79%,  30.10 in,  10.0 mi,ENE,  10.4 mph,  -,N/A,	 ,Overcast
2017-9-18,4:05 PM,  72.0 °F,  66.0 °F,81%,  30.12 in,  10.0 mi,East,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-18,4:51 PM,  72.0 °F,  66.0 °F,81%,  30.09 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-18,5:07 PM,  72.0 °F,  66.0 °F,81%,  30.12 in,  10.0 mi,ESE,  4.6 mph,  -,N/A,	 ,Overcast
2017-9-18,5:51 PM,  73.0 °F,  66.0 °F,79%,  30.09 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-9-18,6:51 PM,  73.0 °F,  66.0 °F,79%,  30.09 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-18,7:51 PM,  72.0 °F,  66.0 °F,81%,  30.10 in,  10.0 mi,East,  8.1 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-18,8:51 PM,  71.1 °F,  66.0 °F,84%,  30.10 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-18,9:51 PM,  72.0 °F,  66.9 °F,84%,  30.09 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-18,10:34 PM,  72.0 °F,  66.9 °F,84%,  30.12 in,  10.0 mi,ENE,  9.2 mph,  -,N/A,	 ,Overcast
2017-9-18,10:51 PM,  72.0 °F,  66.9 °F,84%,  30.09 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-18,11:51 PM,  72.0 °F,  66.0 °F,81%,  30.08 in,  10.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Overcast
2017-9-19,12:51 AM,  72.0 °F,  66.0 °F,81%,  30.07 in,  10.0 mi,ENE,  9.2 mph,  -,N/A,	 ,Overcast
2017-9-19,1:51 AM,  71.1 °F,  66.0 °F,84%,  30.05 in,  10.0 mi,Variable,  6.9 mph,  18.4 mph,N/A,	 ,Overcast
2017-9-19,2:51 AM,  71.1 °F,  66.0 °F,84%,  30.04 in,  10.0 mi,ENE,  9.2 mph,  18.4 mph,N/A,	 ,Overcast
2017-9-19,3:51 AM,  71.1 °F,  66.0 °F,84%,  30.04 in,  10.0 mi,ENE,  9.2 mph,  17.3 mph,N/A,	 ,Overcast
2017-9-19,4:51 AM,  71.1 °F,  66.0 °F,84%,  30.02 in,  10.0 mi,NE,  8.1 mph,  -,N/A,	 ,Overcast
2017-9-19,5:51 AM,  71.1 °F,  66.0 °F,84%,  30.02 in,  10.0 mi,Variable,  4.6 mph,  17.3 mph,N/A,	 ,Overcast
2017-9-19,6:51 AM,  71.1 °F,  64.9 °F,81%,  30.02 in,  10.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Overcast
2017-9-19,7:51 AM,  71.6 °F,  64.4 °F,78%,  30.01 in,  10.0 mi,NNE,  8.1 mph,  -,N/A,	 ,Overcast
2017-9-19,8:05 AM,  72.0 °F,  64.9 °F,78%,  30.03 in,  10.0 mi,NE,  10.4 mph,  -,N/A,	 ,Overcast
2017-9-19,8:51 AM,  72.0 °F,  64.9 °F,78%,  30.01 in,  10.0 mi,ENE,  10.4 mph,  -,N/A,	 ,Overcast
2017-9-19,9:51 AM,  73.0 °F,  64.0 °F,73%,  30.02 in,  10.0 mi,ENE,  8.1 mph,  21.9 mph,N/A,	 ,Overcast
2017-9-19,10:51 AM,  75.0 °F,  64.0 °F,69%,  30.00 in,  10.0 mi,East,  9.2 mph,  23.0 mph,N/A,	 ,Mostly Cloudy
2017-9-19,11:51 AM,  75.9 °F,  64.0 °F,67%,  29.99 in,  10.0 mi,NE,  11.5 mph,  18.4 mph,N/A,	 ,Overcast
2017-9-19,12:51 PM,  78.1 °F,  63.0 °F,60%,  29.97 in,  10.0 mi,ENE,  16.1 mph,  28.8 mph,N/A,	 ,Mostly Cloudy
2017-9-19,12:59 PM,  77.0 °F,  62.1 °F,60%,  29.99 in,  10.0 mi,ENE,  11.5 mph,  26.5 mph,N/A,	 ,Mostly Cloudy
2017-9-19,1:51 PM,  77.0 °F,  63.0 °F,62%,  29.94 in,  10.0 mi,ENE,  10.4 mph,  19.6 mph,N/A,	 ,Overcast
2017-9-19,2:51 PM,  77.0 °F,  63.0 °F,62%,  29.92 in,  10.0 mi,NE,  13.8 mph,  25.3 mph,N/A,	 ,Overcast
2017-9-19,3:29 PM,  71.1 °F,  66.9 °F,87%,  29.94 in,  2.5 mi,NE,  12.7 mph,  -,  0.03 in,Rain,Rain
2017-9-19,3:42 PM,  71.1 °F,  68.0 °F,90%,  29.94 in,  3.0 mi,Variable,  6.9 mph,  -,  0.06 in,Rain,Rain
2017-9-19,3:51 PM,  71.1 °F,  68.0 °F,90%,  29.92 in,  2.5 mi,Variable,  6.9 mph,  -,  0.08 in,Rain,Rain
2017-9-19,4:23 PM,  70.0 °F,  66.9 °F,90%,  29.93 in,  4.0 mi,NNE,  8.1 mph,  -,  0.07 in,Rain,Light Rain
2017-9-19,4:51 PM,  70.0 °F,  66.9 °F,90%,  29.91 in,  10.0 mi,North,  -,  -,  0.09 in,	 ,Overcast
2017-9-19,5:51 PM,  70.0 °F,  66.9 °F,90%,  29.90 in,  7.0 mi,ENE,  9.2 mph,  20.7 mph,  0.00 in,	 ,Overcast
2017-9-19,6:51 PM,  72.0 °F,  64.9 °F,78%,  29.89 in,  9.0 mi,NE,  13.8 mph,  24.2 mph,N/A,	 ,Overcast
2017-9-19,7:51 PM,  69.1 °F,  66.0 °F,90%,  29.89 in,  10.0 mi,NNE,  8.1 mph,  17.3 mph,  0.05 in,	 ,Overcast
2017-9-19,8:51 PM,  70.0 °F,  64.9 °F,84%,  29.89 in,  10.0 mi,NNE,  13.8 mph,  20.7 mph,N/A,	 ,Overcast
2017-9-19,9:25 PM,  70.0 °F,  64.9 °F,84%,  29.91 in,  10.0 mi,NE,  9.2 mph,  19.6 mph,N/A,	 ,Overcast
2017-9-19,9:51 PM,  71.1 °F,  64.9 °F,81%,  29.89 in,  10.0 mi,NE,  10.4 mph,  -,N/A,	 ,Overcast
2017-9-19,10:51 PM,  71.1 °F,  64.9 °F,81%,  29.87 in,  10.0 mi,NE,  9.2 mph,  -,N/A,	 ,Overcast
2017-9-19,11:51 PM,  72.0 °F,  64.0 °F,76%,  29.86 in,  10.0 mi,NE,  9.2 mph,  -,N/A,	 ,Overcast
2017-9-20,12:51 AM,  73.0 °F,  63.0 °F,71%,  29.86 in,  10.0 mi,NE,  11.5 mph,  19.6 mph,N/A,	 ,Overcast
2017-9-20,1:51 AM,  72.0 °F,  64.0 °F,76%,  29.85 in,  10.0 mi,NE,  9.2 mph,  19.6 mph,N/A,	 ,Overcast
2017-9-20,2:51 AM,  72.0 °F,  64.0 °F,76%,  29.83 in,  10.0 mi,Variable,  4.6 mph,  19.6 mph,N/A,	 ,Overcast
2017-9-20,3:02 AM,  72.0 °F,  64.0 °F,76%,  29.85 in,  10.0 mi,NNE,  12.7 mph,  20.7 mph,N/A,	 ,Overcast
2017-9-20,3:48 AM,  71.6 °F,  64.4 °F,78%,  29.83 in,  10.0 mi,NNE,  9.2 mph,  20.7 mph,N/A,	 ,Scattered Clouds
2017-9-20,3:51 AM,  72.0 °F,  64.0 °F,76%,  29.81 in,  10.0 mi,Variable,  6.9 mph,  20.7 mph,N/A,	 ,Partly Cloudy
2017-9-20,4:51 AM,  71.1 °F,  63.0 °F,75%,  29.82 in,  10.0 mi,Variable,  5.8 mph,  20.7 mph,N/A,	 ,Mostly Cloudy
2017-9-20,5:16 AM,  71.1 °F,  63.0 °F,75%,  29.85 in,  10.0 mi,North,  8.1 mph,  -,N/A,	 ,Overcast
2017-9-20,5:51 AM,  71.1 °F,  63.0 °F,75%,  29.83 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-20,6:20 AM,  71.1 °F,  63.0 °F,75%,  29.86 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Scattered Clouds
2017-9-20,6:51 AM,  71.1 °F,  63.0 °F,75%,  29.84 in,  10.0 mi,NNE,  10.4 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-20,7:08 AM,  72.0 °F,  63.0 °F,73%,  29.87 in,  10.0 mi,North,  12.7 mph,  18.4 mph,N/A,	 ,Overcast
2017-9-20,7:51 AM,  72.0 °F,  63.0 °F,73%,  29.85 in,  10.0 mi,Variable,  6.9 mph,  18.4 mph,N/A,	 ,Mostly Cloudy
2017-9-20,8:01 AM,  72.0 °F,  64.0 °F,76%,  29.88 in,  10.0 mi,NNE,  10.4 mph,  17.3 mph,N/A,	 ,Scattered Clouds
2017-9-20,8:51 AM,  73.0 °F,  64.0 °F,73%,  29.88 in,  10.0 mi,North,  9.2 mph,  17.3 mph,N/A,	 ,Mostly Cloudy
2017-9-20,9:30 AM,  73.9 °F,  64.0 °F,71%,  29.91 in,  10.0 mi,North,  9.2 mph,  20.7 mph,N/A,	 ,Scattered Clouds
2017-9-20,9:51 AM,  73.9 °F,  64.0 °F,71%,  29.88 in,  10.0 mi,Variable,  4.6 mph,  17.3 mph,N/A,	 ,Clear
2017-9-20,10:43 AM,  75.0 °F,  64.9 °F,71%,  29.91 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-20,10:51 AM,  75.0 °F,  64.0 °F,69%,  29.88 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-9-20,11:51 AM,  77.0 °F,  64.9 °F,66%,  29.88 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-20,12:06 PM,  78.1 °F,  64.9 °F,64%,  29.90 in,  10.0 mi,NNE,  11.5 mph,  19.6 mph,N/A,	 ,Scattered Clouds
2017-9-20,12:51 PM,  78.1 °F,  64.0 °F,62%,  29.88 in,  10.0 mi,North,  8.1 mph,  21.9 mph,N/A,	 ,Mostly Cloudy
2017-9-20,1:51 PM,  78.1 °F,  64.9 °F,64%,  29.88 in,  10.0 mi,Variable,  6.9 mph,  19.6 mph,N/A,	 ,Scattered Clouds
2017-9-20,2:51 PM,  78.1 °F,  64.9 °F,64%,  29.87 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Partly Cloudy
2017-9-20,3:51 PM,  78.1 °F,  64.0 °F,62%,  29.88 in,  10.0 mi,NE,  9.2 mph,  -,N/A,	 ,Scattered Clouds
2017-9-20,4:51 PM,  78.1 °F,  64.0 °F,62%,  29.89 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Mostly Cloudy
2017-9-20,5:51 PM,  78.1 °F,  64.0 °F,62%,  29.90 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
